epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7183.55,2.21146,3.51383,2.09147,0.19052,0.24279,0.12023,0.04188,2.29608,3.30112,2.09271,0.000555264,0.000555264,0.000555264
2,14833.3,2.16643,2.53618,2.05679,0.14702,0.30296,0.12413,0.04615,2.16202,2.57492,2.01491,0.00100095,0.00100095,0.00100095
